year,month,day,dow,hour,minute
2017,7,28,4,12,26
2017,7,28,4,12,11
2017,7,28,4,12,8
2017,7,28,4,11,52
2017,7,28,4,11,51
2017,7,28,4,11,47
2017,7,28,4,11,46
2017,7,28,4,11,37
2017,7,28,4,11,25
2017,7,28,4,11,0
2017,7,28,4,10,11
2017,7,28,4,10,4
2017,7,28,4,10,2
2017,7,28,4,9,52
2017,7,28,4,9,51
2017,7,28,4,9,34
2017,7,28,4,9,34
2017,7,28,4,9,29
2017,7,28,4,9,15
2017,7,28,4,9,5
2017,7,28,4,9,3
2017,7,28,4,8,14
2017,7,28,4,5,31
2017,7,27,3,22,59
2017,7,27,3,17,16
2017,7,27,3,17,13
2017,7,27,3,16,32
2017,7,27,3,15,53
2017,7,27,3,15,51
2017,7,27,3,14,23
2017,7,27,3,14,7
2017,7,27,3,13,48
2017,7,27,3,13,38
2017,7,27,3,12,16
2017,7,27,3,12,3
2017,7,27,3,12,1
2017,7,27,3,11,48
2017,7,27,3,11,44
2017,7,27,3,11,8
2017,7,27,3,10,59
2017,7,27,3,10,32
2017,7,27,3,10,32
2017,7,27,3,9,6
2017,7,27,3,8,18
2017,7,26,2,16,9
2017,7,26,2,15,41
2017,7,26,2,15,27
2017,7,26,2,15,13
2017,7,26,2,14,44
2017,7,26,2,14,41
2017,7,26,2,14,22
2017,7,26,2,14,4
2017,7,26,2,13,55
2017,7,26,2,13,40
2017,7,26,2,12,42
2017,7,26,2,12,28
2017,7,26,2,11,46
2017,7,26,2,11,18
2017,7,26,2,11,4
2017,7,26,2,10,38
2017,7,26,2,10,37
2017,7,26,2,10,34
2017,7,26,2,10,33
2017,7,26,2,10,32
2017,7,26,2,10,26
2017,7,26,2,10,25
2017,7,26,2,10,21
2017,7,26,2,10,18
2017,7,26,2,9,46
2017,7,26,2,9,28
2017,7,25,1,20,40
2017,7,25,1,16,47
2017,7,25,1,15,40
2017,7,25,1,15,26
2017,7,25,1,15,17
2017,7,25,1,14,38
2017,7,25,1,14,25
2017,7,25,1,14,16
2017,7,25,1,14,13
2017,7,25,1,14,1
2017,7,25,1,13,47
2017,7,25,1,11,39
2017,7,25,1,11,18
2017,7,25,1,11,7
2017,7,25,1,10,56
2017,7,25,1,10,42
2017,7,25,1,10,29
2017,7,25,1,10,26
2017,7,25,1,10,19
2017,7,24,0,15,57
2017,7,24,0,14,17
2017,7,24,0,13,42
2017,7,24,0,12,55
2017,7,24,0,11,51
2017,7,24,0,10,34
2017,7,24,0,10,9
2017,7,24,0,9,52
2017,7,24,0,9,48
2017,7,24,0,9,43
2017,7,24,0,9,40
2017,7,24,0,9,33
2017,7,24,0,9,26
2017,7,22,5,22,28
2017,7,22,5,10,47
2017,7,22,5,10,8
2017,7,21,4,17,7
2017,7,21,4,15,29
2017,7,21,4,15,15
2017,7,21,4,14,52
2017,7,21,4,14,52
2017,7,21,4,14,51
2017,7,21,4,14,51
2017,7,21,4,14,10
2017,7,21,4,14,6
2017,7,21,4,14,5
2017,7,21,4,13,56
2017,7,21,4,12,39
2017,7,21,4,12,26
2017,7,21,4,12,10
2017,7,21,4,12,8
2017,7,21,4,11,47
2017,7,21,4,11,39
2017,7,21,4,11,37
2017,7,21,4,11,36
2017,7,21,4,11,34
2017,7,21,4,11,32
2017,7,21,4,11,21
2017,7,21,4,11,21
2017,7,21,4,11,20
2017,7,21,4,11,19
2017,7,21,4,11,17
2017,7,21,4,11,7
2017,7,21,4,11,6
2017,7,21,4,11,3
2017,7,21,4,10,48
2017,7,21,4,10,20
2017,7,21,4,10,19
2017,7,21,4,10,19
2017,7,21,4,10,18
2017,7,21,4,9,43
2017,7,21,4,9,43
2017,7,21,4,9,43
2017,7,21,4,9,43
2017,7,21,4,9,42
2017,7,21,4,9,41
2017,7,21,4,9,40
2017,7,21,4,9,39
2017,7,21,4,9,38
2017,7,21,4,9,37
2017,7,21,4,9,37
2017,7,21,4,9,37
2017,7,21,4,9,36
2017,7,21,4,9,35
2017,7,21,4,8,30
2017,7,21,4,8,16
2017,7,20,3,21,47
2017,7,20,3,17,22
2017,7,20,3,17,11
2017,7,20,3,17,10
2017,7,20,3,17,10
2017,7,20,3,17,10
2017,7,20,3,17,2
2017,7,20,3,17,2
2017,7,20,3,16,57
2017,7,20,3,16,49
2017,7,20,3,16,13
2017,7,20,3,14,29
2017,7,20,3,14,20
2017,7,20,3,14,11
2017,7,20,3,13,50
2017,7,20,3,13,23
2017,7,20,3,13,20
2017,7,20,3,13,5
2017,7,20,3,12,55
2017,7,20,3,12,49
2017,7,20,3,12,39
2017,7,20,3,12,29
2017,7,20,3,12,28
2017,7,20,3,12,9
2017,7,20,3,11,55
2017,7,20,3,11,36
2017,7,20,3,11,22
2017,7,20,3,9,31
2017,7,20,3,8,46
2017,7,20,3,8,38
2017,7,20,3,7,20
2017,7,20,3,7,17
2017,7,20,3,0,2
2017,7,19,2,22,25
2017,7,19,2,17,36
2017,7,19,2,16,47
2017,7,19,2,16,23
2017,7,19,2,16,5
2017,7,19,2,14,1
2017,7,19,2,13,36
2017,7,19,2,13,29
2017,7,19,2,12,50
2017,7,19,2,12,14
2017,7,19,2,12,10
2017,7,19,2,11,20
2017,7,19,2,10,52
2017,7,19,2,10,3
2017,7,19,2,8,40
2017,7,19,2,7,56
2017,7,19,2,7,51
2017,7,19,2,7,12
2017,7,18,1,17,12
2017,7,18,1,17,7
2017,7,18,1,16,40
2017,7,18,1,16,35
2017,7,18,1,15,23
2017,7,18,1,15,6
2017,7,18,1,14,48
2017,7,18,1,13,57
2017,7,18,1,13,51
2017,7,18,1,13,46
2017,7,18,1,12,16
2017,7,18,1,11,32
2017,7,18,1,11,15
2017,7,18,1,11,13
2017,7,18,1,11,10
2017,7,18,1,11,0
2017,7,18,1,10,51
2017,7,18,1,9,40
2017,7,18,1,8,10
2017,7,18,1,7,57
2017,7,17,0,17,42
2017,7,17,0,17,42
2017,7,17,0,17,39
2017,7,17,0,16,15
2017,7,17,0,16,11
2017,7,17,0,16,6
2017,7,17,0,15,48
2017,7,17,0,14,45
2017,7,17,0,14,31
2017,7,17,0,14,23
2017,7,17,0,13,53
2017,7,17,0,13,46
2017,7,17,0,12,33
2017,7,17,0,12,32
2017,7,17,0,12,32
2017,7,17,0,12,21
2017,7,17,0,12,4
2017,7,17,0,11,56
2017,7,17,0,11,54
2017,7,17,0,11,46
2017,7,17,0,11,44
2017,7,17,0,10,25
2017,7,17,0,9,58
2017,7,17,0,9,56
2017,7,17,0,9,54
2017,7,17,0,9,31
2017,7,16,6,18,54
2017,7,16,6,18,54
2017,7,16,6,18,31
2017,7,15,5,16,51
2017,7,15,5,15,7
2017,7,14,4,15,54
2017,7,14,4,15,54
2017,7,14,4,15,10
2017,7,14,4,15,0
2017,7,14,4,14,44
2017,7,14,4,14,16
2017,7,14,4,13,16
2017,7,14,4,11,33
2017,7,14,4,10,12
2017,7,14,4,9,24
2017,7,14,4,9,7
2017,7,14,4,7,29
2017,7,14,4,4,2
2017,7,13,3,20,34
2017,7,13,3,18,37
2017,7,13,3,15,54
2017,7,13,3,15,8
2017,7,13,3,14,55
2017,7,13,3,14,8
2017,7,13,3,14,6
2017,7,13,3,14,2
2017,7,13,3,13,57
2017,7,13,3,13,34
2017,7,13,3,13,19
2017,7,13,3,12,10
2017,7,13,3,12,8
2017,7,13,3,12,6
2017,7,13,3,11,11
2017,7,13,3,10,21
2017,7,13,3,10,18
2017,7,13,3,10,6
2017,7,13,3,10,3
2017,7,13,3,10,2
2017,7,13,3,10,2
2017,7,13,3,9,55
2017,7,13,3,9,25
2017,7,12,2,20,6
2017,7,12,2,19,37
2017,7,12,2,18,31
2017,7,12,2,17,15
2017,7,12,2,16,57
2017,7,12,2,16,23
2017,7,12,2,14,5
2017,7,12,2,12,53
2017,7,12,2,12,40
2017,7,12,2,11,23
2017,7,12,2,11,9
2017,7,12,2,11,0
2017,7,12,2,10,32
2017,7,12,2,9,49
2017,7,12,2,9,38
2017,7,12,2,9,30
2017,7,12,2,7,33
2017,7,11,1,22,1
2017,7,11,1,17,33
2017,7,11,1,15,50
2017,7,11,1,15,48
2017,7,11,1,14,36
2017,7,11,1,13,20
2017,7,11,1,13,13
2017,7,11,1,13,8
2017,7,11,1,13,6
2017,7,11,1,12,55
2017,7,11,1,12,49
2017,7,11,1,12,37
2017,7,11,1,11,54
2017,7,11,1,11,47
2017,7,11,1,11,34
2017,7,11,1,11,0
2017,7,11,1,10,42
2017,7,11,1,10,40
2017,7,11,1,10,37
2017,7,11,1,10,26
2017,7,11,1,10,20
2017,7,11,1,9,50
2017,7,11,1,9,39
2017,7,11,1,9,22
2017,7,10,0,21,25
2017,7,10,0,15,52
2017,7,10,0,15,29
2017,7,10,0,15,23
2017,7,10,0,15,2
2017,7,10,0,14,57
2017,7,10,0,14,50
2017,7,10,0,14,47
2017,7,10,0,14,42
2017,7,10,0,14,31
2017,7,10,0,14,19
2017,7,10,0,14,7
2017,7,10,0,13,19
2017,7,10,0,13,16
2017,7,10,0,13,6
2017,7,10,0,13,5
2017,7,10,0,13,2
2017,7,10,0,12,57
2017,7,10,0,11,33
2017,7,10,0,11,24
2017,7,10,0,11,13
2017,7,10,0,11,0
2017,7,10,0,9,8
2017,7,10,0,8,49
2017,7,10,0,7,56
2017,7,9,6,18,47
2017,7,9,6,18,47
2017,7,8,5,18,46
2017,7,7,4,17,41
2017,7,7,4,14,58
2017,7,7,4,13,58
2017,7,7,4,12,18
2017,7,7,4,11,52
2017,7,7,4,11,48
2017,7,7,4,11,42
2017,7,7,4,11,37
2017,7,7,4,11,24
2017,7,7,4,11,0
2017,7,7,4,10,44
2017,7,7,4,10,0
2017,7,7,4,9,50
2017,7,7,4,9,36
2017,7,7,4,9,32
2017,7,7,4,9,32
2017,7,7,4,8,45
2017,7,6,3,22,19
2017,7,6,3,17,33
2017,7,6,3,17,33
2017,7,6,3,16,45
2017,7,6,3,16,32
2017,7,6,3,16,14
2017,7,6,3,15,43
2017,7,6,3,14,55
2017,7,6,3,13,43
2017,7,6,3,13,29
2017,7,6,3,12,31
2017,7,6,3,12,3
2017,7,6,3,12,1
2017,7,6,3,11,23
2017,7,6,3,11,19
2017,7,6,3,11,0
2017,7,6,3,10,3
2017,7,6,3,10,3
2017,7,6,3,10,1
2017,7,6,3,9,52
2017,7,6,3,9,50
2017,7,6,3,9,49
2017,7,6,3,9,17
2017,7,6,3,9,5
2017,7,6,3,9,4
2017,7,5,2,19,38
2017,7,5,2,18,38
2017,7,5,2,16,59
2017,7,5,2,16,6
2017,7,5,2,16,6
2017,7,5,2,15,7
2017,7,5,2,15,7
2017,7,5,2,15,2
2017,7,5,2,14,50
2017,7,5,2,14,49
2017,7,5,2,14,49
2017,7,5,2,14,48
2017,7,5,2,14,6
2017,7,5,2,14,5
2017,7,5,2,14,4
2017,7,5,2,14,3
2017,7,5,2,14,3
2017,7,5,2,14,3
2017,7,5,2,14,3
2017,7,5,2,14,3
2017,7,5,2,14,2
2017,7,5,2,13,59
2017,7,5,2,12,13
2017,7,5,2,11,8
2017,7,5,2,11,8
2017,7,5,2,11,8
2017,7,5,2,11,8
2017,7,5,2,10,42
2017,7,5,2,10,41
2017,7,5,2,10,33
2017,7,5,2,10,32
2017,7,5,2,10,31
2017,7,5,2,10,16
2017,7,5,2,9,56
2017,7,5,2,8,51
2017,7,5,2,8,15
2017,7,5,2,8,12
2017,7,5,2,7,58
2017,7,5,2,7,58
2017,7,4,1,22,51
2017,7,4,1,20,20
2017,7,4,1,11,52
2017,7,3,0,22,57
2017,7,3,0,16,47
2017,7,3,0,16,3
2017,7,3,0,15,14
2017,7,3,0,15,11
2017,7,3,0,14,49
2017,7,3,0,14,21
2017,7,3,0,14,18
2017,7,3,0,14,13
2017,7,3,0,14,7
2017,7,3,0,14,2
2017,7,3,0,13,57
2017,7,3,0,13,16
2017,7,3,0,13,15
2017,7,3,0,12,20
2017,7,3,0,12,7
2017,7,3,0,11,33
2017,7,3,0,10,34
2017,7,3,0,10,34
2017,7,3,0,10,27
2017,7,3,0,10,19
2017,7,3,0,10,16
2017,7,3,0,9,56
2017,7,3,0,9,49
2017,7,3,0,9,47
2017,7,3,0,9,47
2017,7,3,0,9,45
2017,7,3,0,9,32
2017,7,3,0,8,34
2017,7,2,6,21,49
2017,7,2,6,21,49
2017,7,2,6,21,49
2017,7,2,6,21,47
2017,7,2,6,21,31
2017,7,2,6,19,21
2017,7,2,6,19,21
2017,7,1,5,12,23
2017,6,30,4,16,55
2017,6,30,4,16,50
2017,6,30,4,16,29
2017,6,30,4,16,23
2017,6,30,4,16,17
2017,6,30,4,14,7
2017,6,30,4,13,50
2017,6,30,4,13,43
2017,6,30,4,13,34
2017,6,30,4,13,29
2017,6,30,4,13,12
2017,6,30,4,13,1
2017,6,30,4,12,56
2017,6,30,4,11,32
2017,6,30,4,10,51
2017,6,30,4,10,48
2017,6,30,4,10,35
2017,6,30,4,10,22
2017,6,30,4,9,55
2017,6,30,4,9,46
2017,6,30,4,8,27
2017,6,29,3,23,25
2017,6,29,3,22,56
2017,6,29,3,17,28
2017,6,29,3,17,13
2017,6,29,3,16,46
2017,6,29,3,16,12
2017,6,29,3,16,3
2017,6,29,3,15,21
2017,6,29,3,14,34
2017,6,29,3,14,28
2017,6,29,3,14,19
2017,6,29,3,13,22
2017,6,29,3,12,46
2017,6,29,3,12,45
2017,6,29,3,12,36
2017,6,29,3,12,8
2017,6,29,3,11,59
2017,6,29,3,11,40
2017,6,29,3,11,20
2017,6,29,3,10,20
2017,6,29,3,10,14
2017,6,29,3,10,14
2017,6,29,3,10,14
2017,6,29,3,10,9
2017,6,29,3,10,8
2017,6,29,3,10,6
2017,6,29,3,9,56
2017,6,29,3,9,56
2017,6,29,3,9,27
2017,6,28,2,23,9
2017,6,28,2,22,46
2017,6,28,2,16,3
2017,6,28,2,15,54
2017,6,28,2,15,23
2017,6,28,2,12,34
2017,6,28,2,9,36
2017,6,27,1,22,55
2017,6,27,1,22,54
2017,6,27,1,17,23
2017,6,27,1,14,7
2017,6,27,1,13,37
2017,6,27,1,12,21
2017,6,27,1,11,55
2017,6,27,1,11,47
2017,6,27,1,11,43
2017,6,27,1,11,26
2017,6,27,1,11,13
2017,6,27,1,11,12
2017,6,27,1,11,11
2017,6,27,1,11,10
2017,6,27,1,11,10
2017,6,27,1,11,9
2017,6,27,1,11,5
2017,6,27,1,10,48
2017,6,27,1,9,15
2017,6,26,0,23,10
2017,6,26,0,23,5
2017,6,26,0,18,24
2017,6,26,0,16,1
2017,6,26,0,15,55
2017,6,26,0,15,54
2017,6,26,0,15,14
2017,6,26,0,14,12
2017,6,26,0,13,39
2017,6,26,0,13,33
2017,6,26,0,11,6
2017,6,26,0,10,43
2017,6,26,0,10,38
2017,6,26,0,10,25
2017,6,26,0,10,15
2017,6,26,0,9,59
2017,6,25,6,23,0
2017,6,25,6,20,20
2017,6,25,6,20,17
2017,6,25,6,20,16
2017,6,25,6,20,13
2017,6,25,6,20,11
2017,6,25,6,18,44
2017,6,25,6,18,43
2017,6,24,5,22,45
2017,6,24,5,22,45
2017,6,24,5,17,13
2017,6,24,5,13,43
2017,6,23,4,22,42
2017,6,23,4,22,41
2017,6,23,4,21,58
2017,6,23,4,18,48
2017,6,23,4,15,54
2017,6,23,4,13,51
2017,6,23,4,13,37
2017,6,23,4,11,16
2017,6,23,4,11,9
2017,6,23,4,11,4
2017,6,23,4,10,49
2017,6,23,4,10,49
2017,6,23,4,10,2
2017,6,23,4,9,36
2017,6,23,4,7,56
2017,6,22,3,22,50
2017,6,22,3,22,47
2017,6,22,3,22,46
2017,6,22,3,22,26
2017,6,22,3,18,58
2017,6,22,3,18,47
2017,6,22,3,16,29
2017,6,22,3,16,15
2017,6,22,3,16,13
2017,6,22,3,16,7
2017,6,22,3,16,2
2017,6,22,3,15,40
2017,6,22,3,15,39
2017,6,22,3,15,38
2017,6,22,3,14,10
2017,6,22,3,13,57
2017,6,22,3,13,48
2017,6,22,3,12,40
2017,6,22,3,12,17
2017,6,22,3,10,27
2017,6,22,3,10,27
2017,6,22,3,10,27
2017,6,22,3,9,16
2017,6,22,3,9,1
2017,6,22,3,9,0
2017,6,22,3,8,7
2017,6,22,3,0,54
2017,6,22,3,0,40
2017,6,21,2,17,36
2017,6,21,2,17,12
2017,6,21,2,16,28
2017,6,21,2,16,27
2017,6,21,2,14,33
2017,6,21,2,14,32
2017,6,21,2,13,48
2017,6,21,2,13,36
2017,6,21,2,12,54
2017,6,21,2,12,49
2017,6,21,2,12,47
2017,6,21,2,12,47
2017,6,21,2,12,47
2017,6,21,2,12,47
2017,6,21,2,12,47
2017,6,21,2,12,46
2017,6,21,2,12,46
2017,6,21,2,12,46
2017,6,21,2,12,46
2017,6,21,2,12,46
2017,6,21,2,12,10
2017,6,21,2,11,53
2017,6,21,2,11,32
2017,6,21,2,11,25
2017,6,21,2,11,15
2017,6,21,2,11,15
2017,6,21,2,11,15
2017,6,21,2,11,14
2017,6,21,2,11,14
2017,6,21,2,11,14
2017,6,21,2,11,14
2017,6,21,2,11,14
2017,6,21,2,11,14
2017,6,21,2,10,21
2017,6,21,2,10,8
2017,6,21,2,9,32
2017,6,21,2,9,19
2017,6,21,2,8,20
2017,6,21,2,7,27
2017,6,21,2,7,27
2017,6,21,2,0,50
2017,6,21,2,0,45
2017,6,20,1,16,21
2017,6,20,1,15,51
2017,6,20,1,15,23
2017,6,20,1,14,6
2017,6,20,1,13,19
2017,6,20,1,13,11
2017,6,20,1,13,11
2017,6,20,1,13,10
2017,6,20,1,12,55
2017,6,20,1,12,25
2017,6,20,1,12,11
2017,6,20,1,11,57
2017,6,20,1,11,56
2017,6,20,1,11,52
2017,6,20,1,11,50
2017,6,20,1,11,22
2017,6,20,1,11,4
2017,6,20,1,11,3
2017,6,20,1,10,42
2017,6,20,1,9,26
2017,6,20,1,9,17
2017,6,20,1,9,13
2017,6,20,1,5,45
2017,6,20,1,5,41
2017,6,20,1,5,40
2017,6,20,1,5,39
2017,6,20,1,5,38
2017,6,20,1,5,38
2017,6,20,1,5,37
2017,6,20,1,5,36
2017,6,20,1,5,36
2017,6,20,1,5,35
2017,6,20,1,0,45
2017,6,20,1,0,30
2017,6,19,0,18,2
2017,6,19,0,18,1
2017,6,19,0,17,50
2017,6,19,0,15,49
2017,6,19,0,15,45
2017,6,19,0,14,58
2017,6,19,0,14,38
2017,6,19,0,14,8
